reviewId,review,score,date,AI_category,AI_confidence,memory_type,memory_confidence,search_behavior,search_confidence,failure_type,failure_confidence
ecd047c2-364a-4a1c-a9f1-a8734208244d,awan ke Jan Rashid Awan wadda Karachi baradari Bilal colony sector 7A bahut hi behtarin aapka data picture photo sabse pahle,5,2026-09-23 15:42:26,difficulty finding or retrieving a specific photo,0.60118168592453,photo content or visual appearance,0.5499685406684875,searched using an object or document,0.4283745288848877,photo was not indexed or recognized correctly,0.5971289277076721
6554653b-0b6d-4abf-8501-7eb0c5ce1da2,"I want all my precious photos back ,every one of them !",3,2026-09-23 15:12:42,difficulty finding or retrieving a specific photo,0.5312075614929199,object or document,0.6554622054100037,searched using an object or document,0.477105975151062,"photo was missing, deleted or not backed up",0.5283179879188538
3426964f-d4fb-4251-8083-ae5efb6a1ed0,How to flip a photo?,5,2026-09-23 13:44:18,difficulty finding or retrieving a specific photo,0.6573025584220886,object or document,0.6379202008247375,searched using an object or document,0.5646994709968567,user did not know where or how to search,0.3621450364589691
5c7ffb39-bd82-4916-ba3b-bcb55cdf4b2c,it could be a 3 star but it randomly restore any photo which I don't even want and it's very complicated app,2,2026-09-23 10:42:58,difficulty finding or retrieving a specific photo,0.7857602834701538,photo content or visual appearance,0.4766814112663269,searched using an object or document,0.41708001494407654,"access, permission or account problem",0.36783814430236816
a2848b42-8d66-45e4-aba1-6b726e045965,problem of not show my Google photos,1,2026-09-23 10:39:09,difficulty finding or retrieving a specific photo,0.7958918809890747,object or document,0.42563506960868835,searched using an object or document,0.6492275595664978,photo was not indexed or recognized correctly,0.6010585427284241
e83262f6-dc9e-4bfb-886d-26a0229c6635,Gallery mudah untuk melihat dan menyusun gambar serta video. Ringkas dan senang digunakan.,5,2026-09-23 10:32:22,difficulty finding a specific video,0.583467960357666,photo content or visual appearance,0.5302333235740662,searched using words describing the photo content,0.2687392830848694,"access, permission or account problem",0.25117453932762146
766ed5c2-ce31-45eb-b5e8-f178459452c2,VERY NICE APP FOR USING AI IN GALLERY BUT SOMETIME WHEN UPDATE OR REINSTALL PHOTOS APP ALL AI FEATURES MISSING AND NOT AVAILABLE MAGIC EDITOR BUT REINSTALL SECOND OR THIRD TIME IT APPEAR.KINDLY FIX IT,4,2026-09-23 08:44:08,difficulty finding or retrieving a specific photo,0.5190963745117188,photo content or visual appearance,0.8522971272468567,searched using a general or vague query,0.2870635688304901,photo existed but was difficult to locate,0.213073268532753
12df60c1-71d7-400f-9d3a-7bc4ab3ac4a1,I love it I have had the same email for 14 years so I have pictures from 14 years ago. So happy to have Google photos.,5,2026-09-23 07:49:56,"difficulty finding a photo using a person, place, event or other memory",0.5109217166900635,photo content or visual appearance,0.3349551856517792,searched using an object or document,0.45217201113700867,photo existed but was difficult to locate,0.32477062940597534
c8090d30-56c5-4332-b71c-2e00080a60ee,lost photo could not recover tried the safe folder and it did not work and u cannot add photos to the collection folders,1,2026-09-23 06:59:53,difficulty finding or retrieving a specific photo,0.6929343342781067,object or document,0.420788049697876,searched using an object or document,0.5063424110412598,photo was not indexed or recognized correctly,0.4454164505004883
b040b5de-88e6-4f46-bde2-69acdebb6c57,"Make it simple to rearrange picture into album. in front, not in collection section. and don't force me to online backups it's annoying",3,2026-09-23 05:13:44,difficulty finding or retrieving a specific photo,0.5955748558044434,photo content or visual appearance,0.492877334356308,searched using an object or document,0.23391200602054596,photo was not indexed or recognized correctly,0.49494123458862305
6f1a2129-db9a-405c-ae02-8fcc37bb88e2,purani photo,1,2026-09-23 04:07:41,"difficulty finding a photo using a person, place, event or other memory",0.5673739910125732,photo content or visual appearance,0.5142474174499512,searched using an object or document,0.46461254358291626,"access, permission or account problem",0.29758772253990173
5b166a78-f9b6-41f9-a4ef-9d6173e5f3ec,Since the last update I can't add or remove photos from albums anymore! App is completely unusable,1,2026-09-23 02:38:55,difficulty searching for old photos,0.5276861190795898,photo content or visual appearance,0.5093071460723877,searched using a general or vague query,0.28799930214881897,"access, permission or account problem",0.3436164855957031
72a97f0a-bb02-4144-a87a-306ead25e188,I need to retrieve my photos on Android phone,2,2026-09-23 02:36:16,difficulty finding or retrieving a specific photo,0.7488494515419006,object or document,0.47535040974617004,searched using an object or document,0.4880121946334839,"access, permission or account problem",0.5003129839897156
31209036-4db6-4bc9-aca9-e1607569eb3b,"Even the photos app is going downhill in quality... screenshots are nowhere to be found, ghost images show up that had been previously deleted, downloaded images aren't displayed.",1,2026-09-23 02:05:33,difficulty searching for old photos,0.5137450098991394,photo content or visual appearance,0.8482802510261536,no search attempt mentioned,0.5699338912963867,"photo was missing, deleted or not backed up",0.5633314847946167
68b71919-0f8e-405d-8556-bb7747e8bc9c,recovering photos always missing,5,2026-09-23 00:52:08,difficulty finding or retrieving a specific photo,0.5327949523925781,object or document,0.5754790902137756,searched using an object or document,0.5510286688804626,photo existed but was difficult to locate,0.6316100358963013
0e22abc9-e5fc-46f5-9c1d-84f82d7aca6f,videos y photo de Eduardo Molina en goglee,5,2026-09-23 00:19:33,"difficulty finding a photo using a person, place, event or other memory",0.539324164390564,photo content or visual appearance,0.5454720854759216,searched using an object or document,0.3949626088142395,"access, permission or account problem",0.23441627621650696
b7895c92-2319-4046-ac09-edeb718fdf0a,I'm taking pictures before and sometimes my pictures don't even show up and there's not enough settings for me to you know change or edit the photo which kind of sucks you know for it to be in a photo app in what cloud is it connected to that's what I like to know,3,2026-09-23 00:11:13,difficulty finding or retrieving a specific photo,0.8469640612602234,not enough information,0.5092872977256775,searched using an object or document,0.2407992035150528,photo was not indexed or recognized correctly,0.34298956394195557
e6dd933c-8e01-40f1-add9-385c1876428f,"app will not allow me to view past photos without access to my current. Google has gotten way to damn nosey. Between Google, Meta, & Apple i dont know whos worse with demanding permissions. for things they dont need access to. skip this junk.",1,2026-09-22 22:32:53,difficulty searching for old photos,0.8774007558822632,place,0.24325567483901978,searched using an object or document,0.2929394841194153,"access, permission or account problem",0.7826604247093201
ba9a83df-73ae-489d-b78d-b5ed8869bd52,"one star because i cant give 0. awful, ui is incomprehensible, google will delete your photos from your device when you try to remove them from this ""backup"". a bad app made by terrible people.",1,2026-09-22 21:58:14,difficulty searching for old photos,0.5668848156929016,photo content or visual appearance,0.259456068277359,searched using an object or document,0.4369099736213684,not enough information to determine,0.3057496249675751
649352ff-8561-4d7f-9782-bff034605df2,I loose pictures yes ads get in the way of everything,1,2026-09-22 16:13:05,difficulty finding or retrieving a specific photo,0.5789094567298889,photo content or visual appearance,0.47344473004341125,searched using an object or document,0.33080407977104187,"photo was missing, deleted or not backed up",0.29367321729660034
01edc649-5990-4ec5-bd5b-4451f644fc77,The latest update caused my phone to move really slow. I believe the update was corrupted. I was unable to select photos and share. The edit function didn't work either. I had to uninstall the update in order for my photo app to work correctly again.,3,2026-09-22 15:12:08,difficulty finding or retrieving a specific photo,0.6966248154640198,object or document,0.22113344073295593,searched using an object or document,0.28135016560554504,"access, permission or account problem",0.19818279147148132
27c71dfe-07eb-4192-8e8f-62c5bac5c73c,I love how this app has totally back in my photos since my son was born back in 2008,5,2026-09-22 13:34:54,"difficulty finding a photo using a person, place, event or other memory",0.5947878360748291,photo content or visual appearance,0.5226212739944458,searched using a date or time,0.21822978556156158,photo existed but was difficult to locate,0.36574772000312805
609168d9-d32d-4956-b53b-65bc6a4fa769,can't open my photos,5,2026-09-22 12:02:34,difficulty finding or retrieving a specific photo,0.6626930236816406,object or document,0.46121692657470703,searched using an object or document,0.6401718854904175,"access, permission or account problem",0.46720725297927856
72dcb862-c595-4edf-a0a9-0ba0b9d4519e,"Pixel 10. ADS SLOP & CLUTTERS PHOTOS into a jumbled mess . Organization is dreadfull. Cannot Sort FOLDERS or PEOPLE by Name, Many important faces NOT FOUND so edit & Create PEOPLE w/name & App still not autoadded But Fuzzy Background Nobody faces are 🤯TEXT/SUBJECT search is FAIL. ""Car Engine"" - have 100s of repair photos But Only 15 Show? Often AI says ""none""or wonky/useless ""results"" includes ALOT (100s +) irrelevant results. Edited Image cannot be reedited, reverts to original photo😖",1,2026-09-22 03:59:22,difficulty finding or retrieving a specific photo,0.628756582736969,photo content or visual appearance,0.44432953000068665,searched using a general or vague query,0.3474411368370056,search did not understand the user's query,0.3463291525840759
d661c8b3-3006-495c-853d-f1b8ae6bff74,"I don't know which photos are saved, where or if they are stored seemingly cannot be retrievable anyhow.",4,2026-09-22 03:50:52,difficulty finding or retrieving a specific photo,0.5451582670211792,object or document,0.4119465947151184,searched using a general or vague query,0.28510090708732605,user did not know where or how to search,0.48953938484191895
7de472f8-28c6-4954-a410-f7f0722861f1,"suddenly there are issues with photos disappearing after editing. if you manage to find them and reopen them, edit/share/ask buttons on the bottom no longer function.",2,2026-09-22 01:59:05,difficulty finding or retrieving a specific photo,0.7908770442008972,photo content or visual appearance,0.30382445454597473,searched using a general or vague query,0.237664595246315,photo existed but was difficult to locate,0.5675775408744812
39e310ad-035f-4666-b47d-579dc2936fb0,"This app being the native photo gallery on Pixel makes me regret converting from Samsung. I hate this app. I hate that I have to sift through Collections to find anything NOT taken directly by the phone camera. It doesn't read an image metadata date - downloaded something from 2011 today? well todat is the date now. I hate not being able to just scroll one Main Gallery. I hate that any editing only saves as a copy, forcing another step to delete the original.",2,2026-09-21 21:59:26,difficulty searching for old photos,0.5847012996673584,photo content or visual appearance,0.36474254727363586,searched using a general or vague query,0.3050651550292969,photo was not indexed or recognized correctly,0.6936920285224915
132bc40c-aa95-4ff2-be43-0290b25c5c5e,"Dont know who the 'smart guy' who decided to remove the share button when selecting multiple items is but it is absolutly horrendus, I share photos and videos to specified folders in my Google Drive daily as backup and I use this app to do so but now that option does not show up at all in the pull up menu, not even with 2 photos selected, now have to manually scroll through each individual photo and upload them one by one to Google Drive instead of selecting multiple at a time, crazy bad design",1,2026-09-21 20:07:01,difficulty finding or retrieving a specific photo,0.7488137483596802,photo content or visual appearance,0.3932483494281769,searched using an object or document,0.2853007912635803,"access, permission or account problem",0.2638178765773773
ff9be7d7-cfd8-4268-a2da-7d5f16bf0666,u won't let me download my pictures,1,2026-09-21 17:06:56,difficulty finding or retrieving a specific photo,0.5424836277961731,photo content or visual appearance,0.5572786927223206,searched using an object or document,0.5021659731864929,"access, permission or account problem",0.47976720333099365
2b2158ce-4cf0-41b0-87f4-57e3a9edb4ae,"total trash, can't open photo after editing once, like the photos are dead, can't believe this is an issue for 2026, and things no change after clearing the cache",1,2026-09-21 16:56:42,difficulty finding or retrieving a specific photo,0.5309417843818665,photo content or visual appearance,0.4028376042842865,searched using an object or document,0.4020056426525116,"photo was missing, deleted or not backed up",0.5182471871376038
051f67d4-79bb-4657-a839-0e37be3c73c8,"Not so pleased at all, can't see my photos @ all ! I keep getting this message saying go to Google Settings!",1,2026-09-21 16:39:31,difficulty finding or retrieving a specific photo,0.7191519141197205,photo content or visual appearance,0.5777162909507751,searched using an object or document,0.32664304971694946,photo was not indexed or recognized correctly,0.4133854806423187
ce4edf67-23d4-4add-937d-760e36589845,I love this app I wish something you can do on deleted photos,5,2026-09-21 16:22:33,difficulty searching for old photos,0.7321354150772095,object or document,0.43107572197914124,searched using an object or document,0.3068687915802002,"photo was missing, deleted or not backed up",0.45082998275756836
4eab7b81-581b-47a8-ab0d-c37b86f5d3d9,has only gotten less useful over time. ive spent hours trying to get a photo album from my phone to Google photos.,1,2026-09-21 15:20:37,difficulty finding or retrieving a specific photo,0.5892608165740967,object or document,0.3681044578552246,searched using an object or document,0.4850923717021942,search did not understand the user's query,0.3438107967376709
78f6c161-b577-4575-9264-5f3d23e33da8,"Events and occasions are how I want photos arranged in Cloud! Dates are critical. Sorting photos by topic is not the way to arrange my photos! Also, music is awful behind photos ""memories"" montage. I want to control my own content!",2,2026-09-21 14:33:00,"difficulty finding a photo using a person, place, event or other memory",0.6827884316444397,event or trip,0.5644185543060303,searched using words describing the photo content,0.29672518372535706,search did not understand the user's query,0.24565471708774567
e813d463-11d1-495b-9539-8fe743aecab1,Best App For Photos,5,2026-09-21 12:58:41,"difficulty finding a photo using a person, place, event or other memory",0.5088138580322266,photo content or visual appearance,0.7928893566131592,searched using words describing the photo content,0.382023423910141,photo existed but was difficult to locate,0.49652135372161865
2bdd90bf-c78d-4baf-b13c-8cfc0b67f1e7,despite buying premium my photos get deleted from my Google photos despite manually backed up by me,1,2026-09-21 11:54:55,difficulty finding or retrieving a specific photo,0.6374242901802063,object or document,0.41803866624832153,searched using an object or document,0.42327386140823364,"photo was missing, deleted or not backed up",0.715600311756134
6e2021d6-9880-46f5-b3df-4ffee0489d89,canfind my pictures,5,2026-09-21 04:47:40,difficulty finding or retrieving a specific photo,0.6102601289749146,photo content or visual appearance,0.5676224231719971,searched using an object or document,0.7955721616744995,"access, permission or account problem",0.4540986120700836
821b9c14-cf6b-4c54-8c7a-6d0b10048fc0,"Can't find my device photos even if I backed everything up. I can't also find it in my files. I didn't even ""accidentally"" delete it. Please fix this issue. I don't know what to do. Tried clearing the cache. The photos were very important to me.",1,2026-09-21 01:38:00,difficulty finding or retrieving a specific photo,0.6333203315734863,object or document,0.3646843731403351,searched using an object or document,0.3775264620780945,photo existed but was difficult to locate,0.4855152368545532
15af708d-a9ef-4447-9c11-308599eec87c,Download Videos Don't work,1,2026-09-21 00:52:24,difficulty finding a specific video,0.646465003490448,object or document,0.3164844810962677,searched using an object or document,0.26822635531425476,not enough information to determine,0.39438262581825256
cf24f1ae-1f58-4079-a843-dd3de90def1e,how are things on my photo lol I just saw this on edit back ground safe.,3,2026-09-20 20:03:08,difficulty finding or retrieving a specific photo,0.5856181383132935,photo content or visual appearance,0.6662361025810242,searched using words describing the photo content,0.34116125106811523,"access, permission or account problem",0.31062212586402893
3faa0e9e-69df-4df8-afb2-7db4752654a7,Terrible software. Not only will it delete photos from the device without express consent but it is a bad UI that makes it hard to find shares! taking away info and training AI on my photos..,1,2026-09-20 19:15:57,difficulty finding or retrieving a specific photo,0.5654333829879761,place,0.32663318514823914,searched using an object or document,0.2627284526824951,photo existed but was difficult to locate,0.40496569871902466
189eba7a-4231-4014-918e-ff8b80b189c3,can't access photos,1,2026-09-20 15:57:21,difficulty finding or retrieving a specific photo,0.7215726375579834,photo content or visual appearance,0.4841105341911316,searched using an object or document,0.3911561369895935,photo was not indexed or recognized correctly,0.43780678510665894
8a4c4f1a-39eb-4643-bf22-2f24a51b4157,kis liye jyada hi achcha hai aur ismein hamari photo save rahti hai,5,2026-09-20 13:15:44,difficulty finding or retrieving a specific photo,0.5992401838302612,photo content or visual appearance,0.410096675157547,searched using words describing the photo content,0.3118736147880554,photo was not indexed or recognized correctly,0.3192831575870514
942c4795-6c73-47ba-8de5-df1a59160977,"Whoever designed this was linguistically challenged. Stop using so many synonyms. Images, photos, pictures, is all the SAME thing!!! If there's a way to be ignorant, people will find it. You star a photo and can't find it elsewhere. It gets filed under collections that doesn't show up everywhere either. Then you run into a stupid folder called favorites. Starred and favorites is the SAME thing. This is a display of massive lack of intelligence.",1,2026-09-20 13:01:39,difficulty finding or retrieving a specific photo,0.7174004912376404,photo content or visual appearance,0.5629648566246033,searched using an object or document,0.5309096574783325,photo existed but was difficult to locate,0.53471839427948
720063eb-cfcd-410d-912a-1071cf871588,"Good memories when i see the photos,i feel very happy",5,2026-09-24 06:15:34,"difficulty finding a photo using a person, place, event or other memory",0.5371214151382446,object or document,0.3912472426891327,searched using words describing the photo content,0.35554617643356323,"access, permission or account problem",0.24213634431362152
28c50691-cf6a-4c42-8b5f-c68980d8a264,"Hate it, makes no sense, way too many steps to do basic stuff, and really collections like baseball cards or are we storing family photos like in photo albums? alphabetical order, nope because AI and most recent or active are their priorities. Just try and change it OMG because we wouldn't want to organize anything in a useful way made easy, useful, or simple. search doesn't I have a lot of remodeling jobs by address in ALBUMS, I put an address in the search field and nothing useless.",1,2026-09-24 07:35:28,difficulty searching for old photos,0.8279984593391418,not enough information,0.37120452523231506,searched using a place or location,0.47228726744651794,photo was not indexed or recognized correctly,0.346604585647583
